,train loss,train acc,val loss,val acc
0,7.479348182678223,0.00025967281544581056,6.620320796966553,0.0007309941574931145
1,6.763728141784668,0.0002661698090378195,5.32396125793457,0.0
2,6.240746021270752,0.00025246149743907154,4.6714606285095215,0.0
3,5.76494836807251,0.00025720163830555975,4.342295169830322,0.0
4,5.386033535003662,0.0,4.169192314147949,0.0
5,5.147734642028809,0.0,4.083150863647461,0.0
6,4.979516506195068,0.0,4.043284893035889,0.0
7,4.661991596221924,0.0,4.0320143699646,0.0
8,4.677737236022949,0.0,4.0399088859558105,0.0
9,4.487165927886963,0.0,4.057436466217041,0.0
10,4.485410690307617,0.0,4.078243255615234,0.0
11,4.3247456550598145,0.0,4.0991411209106445,0.0
12,4.149602890014648,0.0,4.118560314178467,0.0
13,4.193647861480713,0.0,4.136086940765381,0.0
14,4.13245964050293,0.0,4.150382995605469,0.0
15,4.015413284301758,0.0,4.162096977233887,0.0
16,4.064718723297119,0.0,4.1706438064575195,0.0
17,4.092767715454102,0.0,4.176759719848633,0.0
18,3.9858956336975098,0.0,4.180416584014893,0.0
19,3.7995262145996094,0.0,4.182028293609619,0.0
20,3.9830563068389893,0.0,4.181734085083008,0.0
21,3.85872745513916,0.0,4.179793357849121,0.0
22,3.912219524383545,0.0,4.176244258880615,0.0
23,3.8929049968719482,0.0,4.171329975128174,0.0
24,3.881767988204956,0.0,4.165115833282471,0.0
25,3.791154146194458,0.0,4.1576690673828125,0.0
26,3.7951316833496094,0.0,4.14936637878418,0.0
27,3.923813819885254,0.0,4.140360355377197,0.0
28,3.82197642326355,0.0,4.130344390869141,0.0
29,3.765450954437256,0.0,4.119710922241211,0.0
30,3.7925376892089844,0.0,4.108691215515137,0.0
31,3.6729047298431396,0.0,4.097230434417725,0.0
32,3.8726186752319336,0.0,4.085719108581543,0.0
33,3.7547004222869873,0.0,4.07374382019043,0.0
34,3.897040367126465,0.0,4.06170654296875,0.0
35,3.7494258880615234,0.0,4.0492353439331055,0.0
36,3.8107290267944336,0.0,4.036781311035156,0.0
37,3.594221830368042,0.0,4.024109840393066,0.0
38,3.719742774963379,0.0,4.011843204498291,0.0
39,3.802673101425171,0.0,3.9997215270996094,0.0
40,3.6984851360321045,0.0,3.9872183799743652,0.0
41,3.698385000228882,0.0,3.9745912551879883,0.0
42,3.6983249187469482,0.0,3.9617300033569336,0.0
43,3.5968680381774902,0.0,3.948737859725952,0.0
44,3.5816378593444824,0.0,3.935786008834839,0.0
45,3.5830235481262207,0.0,3.9225051403045654,0.0
46,3.6007559299468994,0.0,3.908864974975586,0.0
47,3.599036931991577,0.0,3.8943116664886475,0.0
48,3.6209537982940674,0.0,3.8787646293640137,0.0
49,3.61308217048645,0.0,3.8616387844085693,0.0
50,3.5877554416656494,0.0,3.8427674770355225,0.0
51,3.7514097690582275,0.0,3.822117567062378,0.0
52,3.599904775619507,0.0,3.798523426055908,0.0
53,3.5788135528564453,0.0,3.7736032009124756,0.0
54,3.6848957538604736,0.0,3.7484331130981445,0.0
55,3.580018997192383,0.0,3.7224977016448975,0.0
56,3.462716579437256,0.0,3.6966707706451416,0.0
57,3.4768483638763428,0.0,3.6717453002929688,0.0
58,3.527719736099243,0.0,3.645955801010132,0.0
59,3.6008598804473877,0.0,3.6174983978271484,0.0
60,3.6039867401123047,0.0,3.5861098766326904,0.0
61,3.3939907550811768,0.0,3.5511281490325928,0.0
62,3.4914565086364746,0.0,3.5176045894622803,0.0
63,3.6255359649658203,0.0,3.4837486743927,0.0
64,3.3787641525268555,0.0,3.448890209197998,0.0
65,3.4506444931030273,0.0,3.421373128890991,0.0
66,3.435840368270874,0.0,3.396366834640503,0.0
67,3.469066619873047,0.0,3.3723785877227783,0.0
68,3.2307307720184326,0.0,3.3474061489105225,0.0
69,3.295346975326538,0.0,3.3281755447387695,0.0
70,3.3562257289886475,0.0,3.3109705448150635,0.0
71,3.3108153343200684,0.0,3.2928097248077393,0.0
72,3.356480836868286,0.0,3.2739009857177734,0.0
73,3.0838379859924316,0.0,3.2537341117858887,0.0
74,3.33766508102417,0.0,3.240612506866455,0.0
75,3.2115237712860107,0.0,3.225525140762329,0.0
76,3.168977975845337,0.0002575328398961574,3.20967435836792,0.0
77,3.146153450012207,0.0,3.19596004486084,0.0
78,3.174856185913086,0.0,3.1804745197296143,0.0
79,3.2402701377868652,0.00024600245524197817,3.150162696838379,0.0
80,3.0582566261291504,0.0,3.104233503341675,0.0
81,3.0732104778289795,0.00025846471544355154,3.065359115600586,0.0
82,3.0372815132141113,0.0007772020762786269,3.035461187362671,0.0
83,3.0905685424804688,0.0005065856385044754,3.006561040878296,0.0
84,3.1310319900512695,0.0,2.981212854385376,0.0
85,3.1624948978424072,0.0,2.9685609340667725,0.0
86,3.03425669670105,0.0007608419982716441,2.958468437194824,0.0
87,3.040874481201172,0.00025284450384788215,2.9608325958251953,0.0
88,3.0383167266845703,0.000756238994654268,2.965669631958008,0.0
89,2.9419305324554443,0.0005192108219489455,2.962965250015259,0.0
90,2.8324930667877197,0.0008040739921852946,2.960705518722534,0.0
91,3.082188129425049,0.0,2.9597527980804443,0.0007309941574931145
92,2.983720064163208,0.0012635835446417332,2.945295572280884,0.001461988314986229
93,2.9872701168060303,0.001505268388427794,2.930952787399292,0.0021929824724793434
94,2.951751470565796,0.002286004601046443,2.9235920906066895,0.0021929824724793434
95,3.0881495475769043,0.0019263182766735554,2.9176411628723145,0.002923976629972458
96,3.0124361515045166,0.002222771057859063,2.9027678966522217,0.005116959102451801
97,3.046175479888916,0.0034046692308038473,2.8825433254241943,0.005847953259944916
98,2.8644943237304688,0.004895645659416914,2.8660340309143066,0.00657894741743803
99,2.810546875,0.007354872766882181,2.8495233058929443,0.007309941574931145
100,3.008728504180908,0.0031591737642884254,2.841869354248047,0.007309941574931145
101,3.0240914821624756,0.005801305174827576,2.831352949142456,0.008771929889917374
102,2.955704927444458,0.004934616386890411,2.8156096935272217,0.010964912362396717
103,2.787311315536499,0.006788511760532856,2.802950859069824,0.011695906519889832
104,2.913034677505493,0.006963442079722881,2.7934789657592773,0.01461988314986229
105,2.8006322383880615,0.009314360097050667,2.786695718765259,0.015350877307355404
106,2.9395861625671387,0.008812729269266129,2.7783918380737305,0.015350877307355404
107,2.8006129264831543,0.009465336799621582,2.7702889442443848,0.01608187146484852
108,2.661466360092163,0.01107509434223175,2.762840747833252,0.016812864691019058
109,2.786750555038452,0.008494208566844463,2.7570254802703857,0.018274853006005287
110,2.8505940437316895,0.012033090926706791,2.750033140182495,0.021198829635977745
111,2.7011828422546387,0.013738441281020641,2.7445473670959473,0.022660817950963974
112,2.748004913330078,0.01244813296943903,2.739405393600464,0.024853801354765892
113,2.950169563293457,0.014723630622029305,2.7350704669952393,0.02850877121090889
114,2.779289484024048,0.015796178951859474,2.731626272201538,0.03143274784088135
115,2.848426580429077,0.018344074487686157,2.7278904914855957,0.03216374292969704
116,2.717745542526245,0.018696442246437073,2.7238810062408447,0.03874269127845764
117,2.7685441970825195,0.02415458858013153,2.718844175338745,0.04312865436077118
118,2.908642292022705,0.0179133377969265,2.7149174213409424,0.04605263099074364
